Arquivo,Descrição
sched/timer,3 
sched/task,3 
sched/sched,3 
sched/task/exit.c,3 
sched/timer/timer_getitimer.c,1 
fs/fat,2 
fs/fat/fs_fat32attrib.c,2 
fs/fat/fs_fat32util.c,2 
fs/fat/fs_fat32.c,2 
fs/romfs,3 
fs/romfs/fs_romfsutil.c,3 
fs/nxffs,3 
fs/nxffs/nxffs_cache.c,2 
fs/nxffs/nxffs_inode.c,2 
fs/nxffs/nxffs_open.c,2 
fs/nxffs/nxffs_unlink.c,2 
fs/nxffs/nxffs_write.c,2 
fs/nxffs/nxffs_read.c,2 
fs/nxffs/nxffs_dump.c,2 
fs/nxffs/nxffs_pack.c,2 
fs/fat/fs_fat32dirent.c,2 
fs/nfs,2 
fs/nfs/rpc_clnt.c,1 
fs/nfs/nfs_vfsops.c,1 
fs/nfs/nfs_util.c,2 
drivers/dev_null.c,1 
drivers/dev_zero.c,2 
drivers/ramdisk.c,2 
drivers/mmcsd,4 
drivers/mmcsd/mmcsd_spi.c,2 
drivers/serial,7 
drivers/mtd,3 
drivers/mtd/skeleton.c,3 
drivers/mmcsd/mmcsd_sdio.c,2 
drivers/usbdev,4 
drivers/usbdev/usbdev_trprintf.c,2 
drivers/lcd,4 
drivers/lcd/skeleton.c,3 
drivers/lcd/p14201.c,2 
drivers/mtd/at45db.c,2 
drivers/usbhost,4 
drivers/usbhost/usbhost_storage.c,2 
drivers/input,5 
drivers/usbdev/pl2303.c,3 
drivers/lcd/ssd1289.c,2 
drivers/loop,3 
drivers/i2c,4 
drivers/power/battery,4 
configs/stm32f4discovery,2 
configs/stm32f4discovery/src,2 
net/icmp,3 
net/netdev,5 
net/socket,5 
net/icmpv6,3 
net/inet,7 
net/inet/ipv4_getpeername.c,2 
graphics/nxbe,2 
graphics/nxbe/nxbe_raise.c,2 
graphics/nxbe/nxbe_setsize.c,2 
graphics/nxmu,2 
graphics/nxmu/nxmu_openwindow.c,2 
graphics/nxmu/nxmu_reportposition.c,2 
graphics/nxmu/nxmu_server.c,2 
graphics/nxbe/nxbe_colormap.c,2 
graphics/nxbe/nxbe_lower.c,2 
graphics/nxmu/nxmu_mouse.c,2 
graphics/nxmu/nxmu_requestbkgd.c,2 
graphics/nxmu/nxmu_kbdin.c,2 
graphics/nxglib,4 
graphics/nxglib/fb,2 
graphics/nxglib/fb/nxglib_moverectangle.c,2 
graphics/nxglib/lcd,2 
graphics/nxglib/lcd/nxglib_fillrectangle.c,1 
graphics/nxglib/lcd/nxglib_filltrapezoid.c,1 
graphics/nxglib/lcd/nxglib_moverectangle.c,2 
graphics/nxglib/lcd/nxglib_copyrectangle.c,1 
binfmt/libnxflat,3 
binfmt/libnxflat/libnxflat_load.c,2 
binfmt/libnxflat/libnxflat_verify.c,1 
binfmt/libnxflat/libnxflat_init.c,3 
binfmt/libnxflat/libnxflat_unload.c,2 
binfmt/nxflat.c,2 
binfmt/binfmt_dumpmodule.c,3 
binfmt/binfmt_loadmodule.c,2 
binfmt/binfmt_register.c,1 
binfmt/binfmt_unloadmodule.c,2 
binfmt/binfmt_unregister.c,1 
binfmt/binfmt_globals.c,1 
binfmt/libnxflat/libnxflat_bind.c,2 
binfmt/libnxflat/libnxflat_read.c,2 
binfmt/libnxflat/libnxflat_uninit.c,1 
binfmt/libelf,4 
binfmt/libelf/libelf_read.c,3 
binfmt/libelf/libelf_unload.c,2 
libc/stdio,2 
libs/libc,8 
libs/libc/machine,5 
libs/libc/net,3 
libs/libc/netdb,3 
libs/libc/netdb/lib_gethostbynamer.c,3 
libs/libc/netdb/lib_parsehostfile.c,3 
libs/libc/stdio,4 
libs/libc/symtab,4 
libs/libc/netdb/lib_getservbyname.c,2 
libs/libc/machine/xtensa,3 
libs/libc/machine/xtensa/arch_elf.c,3 
libs/libc/tls,5 
boards/arm/nrf52/nrf52840-dk,6 
boards/arm/nrf52/nrf52840-dk/src,6 
boards/arm/xmc4/xmc4700-relax,7 
boards/arm/xmc4/xmc4700-relax/src,7 
boards/arm/nrf52/nrf52840-dongle,5 
boards/arm/nrf52/nrf52840-dongle/src,5 
boards/arm/sama5/giant-board,5 
boards/arm/sama5/giant-board/src,5 
arch/arm/src/common/up_initialize.c,1 
arch/arm/src/c5471/c5471_ethernet.c,1 
arch/z80/src/common/up_blocktask.c,1 
arch/z80/src/common/up_initialize.c,1 
arch/z16/src/z16f/z16f_timerisr.c,1 
arch/z16/src/common/up_initialize.c,1 
arch/z80/src/common/up_assert.c,1 
arch/z80/src/z8/z8_sigdeliver.c,1 
arch/z80/src/z80/z80_sigdeliver.c,1 
arch/z80/src/z8/z8_timerisr.c,1 
arch/z80/src/ez80/ez80_registerdump.c,1 
arch/z80/src/ez80/ez80_timerisr.c,1 
arch/z80/src/ez80/ez80_sigdeliver.c,1 
arch/z80/src/ez80/ez80_emac.c,1 
arch/z80/src/ez80/ez80_spi.c,1 
arch/arm/src/dm320/dm320_timerisr.c,1 
arch/arm/src/stm32/stm32_irq.c,1 
arch/arm/src/arm/up_blocktask.c,1 
arch/hc/src/common/up_initialize.c,1 
arch/z80/src/ez80/ez80_i2c.c,1 
arch/z80/src/z8/z8_i2c.c,1 
arch/z80/src/z8/z8_saveirqcontext.c,1 
arch/arm/src/c5471/c5471_timerisr.c,1 
arch/arm/src/lpc2378/lpc23xx_io.c,1 
arch/arm/src/lpc2378/lpc23xx_irq.c,1 
arch/arm/src/lpc2378/lpc23xx_pllsetup.c,2 
arch/arm/src/lpc2378/lpc23xx_serial.c,1 
arch/arm/src/lpc2378/lpc23xx_timerisr.c,1 
arch/avr/src/avr32/up_doirq.c,1 
arch/arm/src/lpc17xx/lpc17_ethernet.c,1 
arch/avr/src/at32uc3/at32uc3_gpioirq.c,1 
arch/avr/src/at32uc3/at32uc3_irq.c,1 
arch/avr/src/at32uc3/at32uc3_lowinit.c,1 
arch/avr/src/at32uc3/at32uc3_serial.c,1 
arch/avr/src/common/up_initialize.c,1 
arch/hc/src/m9s12/m9s12_assert.c,1 
arch/hc/src/m9s12/m9s12_timerisr.c,1 
arch/x86/src/i486/up_sigdeliver.c,1 
arch/x86/src/common/up_blocktask.c,1 
arch/x86/src/common/up_releasepending.c,1 
arch/x86/src/common/up_reprioritizertr.c,1 
arch/x86/src/common/up_unblocktask.c,1 
arch/x86/src/common/up_assert.c,1 
arch/x86/src/common/up_initialize.c,1 
arch/arm/src/stm32/stm32_tim.c,1 
arch/arm/src/stm32/stm32_idle.c,1 
arch/mips/src/mips32/up_blocktask.c,1 
arch/mips/src/common/up_initialize.c,1 
arch/mips/src/mips32/up_doirq.c,1 
arch/arm/src/lpc31xx/lpc31_decodeirq.c,1 
arch/arm/src/lpc31xx/lpc31_i2c.c,1 
arch/arm/src/lpc31xx/lpc31_irq.c,1 
arch/arm/src/lpc31xx/lpc31_lowputc.c,1 
arch/arm/src/lpc31xx/lpc31_serial.c,1 
arch/arm/src/lpc31xx/lpc31_spi.c,1 
arch/arm/src/lpc31xx/lpc31_timerisr.c,1 
arch/avr/src/avr32/up_dumpstate.c,1 
arch/avr/src/avr/up_doirq.c,1 
arch/avr/src/avr32/up_createstack.c,1 
arch/avr/src/at90usb/at90usb_timerisr.c,1 
arch/avr/src/atmega/atmega_timerisr.c,1 
arch/avr/src/avr/up_irq.c,1 
arch/avr/src/avr/up_dumpstate.c,1 
arch/avr/src/common/up_mdelay.c,1 
arch/avr/src/common/up_assert.c,1 
arch/arm/src/common/up_checkstack.c,1 
arch/arm/src/armv7-m/up_assert.c,1 
arch/arm/src/armv7-m/up_hardfault.c,1 
arch/arm/src/armv7-m/up_initialstate.c,1 
arch/arm/src/armv7-m/up_memfault.c,1 
arch/arm/src/armv7-m/up_schedulesigaction.c,1 
arch/arm/src/armv7-m/up_sigdeliver.c,1 
arch/arm/src/kinetis/kinetis_start.c,1 
arch/arm/src/kinetis/kinetis_clockconfig.c,1 
arch/arm/src/kinetis/kinetis_clrpend.c,1 
arch/arm/src/kinetis/kinetis_idle.c,1 
arch/arm/src/kinetis/kinetis_irq.c,1 
arch/arm/src/kinetis/kinetis_timerisr.c,1 
arch/arm/src/kinetis/kinetis_pinirq.c,1 
arch/arm/src/kinetis/kinetis_serial.c,1 
arch/arm/src/kinetis/kinetis_enet.c,1 
arch/arm/src/kinetis/kinetis_sdhc.c,1 
arch/arm/src/stm32/stm32_eth.c,1 
arch/arm/src/stm32/stm32_dumpgpio.c,1 
arch/arm/src/stm32/stm32_lse.c,1 
arch/arm/src/stm32/stm32_pwr.c,1 
arch/arm/src/stm32/stm32_dac.c,1 
arch/arm/src/stm32/stm32_can.c,1 
arch/mips/src/pic32mx/pic32mx-ethernet.c,1 
arch/arm/src/stm32/stm32f10xxx_dma.c,1 
arch/hc/src/m9s12/m9s12_ethernet.c,1 
arch/mips/src/pic32mx/pic32mx-spi.c,1 
arch/arm/src/stm32/stm32_usbhost.c,1 
arch/avr/src/common/up_exit.c,1 
arch/hc/src/common/up_exit.c,1 
arch/x86/src/common/up_exit.c,1 
arch/arm/src/stm32/stm32_wwdg.c,1 
arch/arm/src/stm32/stm32_iwdg.c,1 
arch/arm/src/stm32/stm32f20xxx_dma.c,1 
arch/arm/src/stm32/stm32_pminitialize.c,1 
arch/arm/src/lpc43xx/lpc43_irq.c,1 
arch/arm/src/lpc43xx/lpc43_start.c,1 
arch/arm/src/lpc43xx/lpc43_gpioint.c,1 
arch/arm/src/lpc43xx/lpc43_serial.c,1 
arch/arm/src/lpc43xx/lpc43_allocateheap.c,1 
arch/arm/src/lpc43xx/lpc43_rgu.c,1 
arch/arm/src/lpc43xx/lpc43_uart.c,1 
arch/arm/src/lpc43xx/lpc43_adc.c,1 
arch/arm/src/stm32/stm32_exti_gpio.c,1 
arch/arm/src/lpc43xx/lpc43_spifi.c,1 
arch/arm/src/stm32/stm32_exti_alarm.c,1 
arch/arm/src/stm32/stm32_pmsleep.c,1 
arch/arm/src/lpc43xx/lpc43_usb0dev.c,1 
arch/arm/src/stm32/stm32_otgfshost.c,1 
arch/arm/src/kinetis/kinetis_pindma.c,2 
arch/arm/src/kinetis/kinetis_pingpio.c,1 
arch/arm/src/kinetis/kinetis_wdog.c,1 
arch/avr/src/avr/up_blocktask.c,1 
arch/avr/src/avr/up_checkstack.c,1 
arch/avr/src/avr/up_releasepending.c,1 
arch/avr/src/avr/up_reprioritizertr.c,1 
arch/avr/src/avr/up_sigdeliver.c,1 
arch/avr/src/avr/up_spi.c,1 
arch/avr/src/avr/up_unblocktask.c,1 
arch/avr/src/avr32/up_blocktask.c,1 
arch/avr/src/avr32/up_releasepending.c,1 
arch/avr/src/avr32/up_reprioritizertr.c,1 
arch/avr/src/avr32/up_unblocktask.c,1 
arch/avr/src/common/up_udelay.c,2 
arch/hc/src/common/up_blocktask.c,1 
arch/hc/src/common/up_releasepending.c,1 
arch/hc/src/common/up_reprioritizertr.c,1 
arch/hc/src/common/up_unblocktask.c,1 
arch/x86/src/common/up_udelay.c,1 
arch/x86/src/i486/up_createstack.c,1 
arch/z80/src/z180,3 
arch/z80/src/z180/z180_mmu.c,1 
arch/z80/src/z180/z180_registerdump.c,1 
arch/z80/src/z180/z180_irq.c,1 
arch/z80/src/z180/z180_lowscc.c,1 
arch/z80/src/z180/z180_scc.c,1 
arch/z80/src/z180/z180_lowuart.c,1 
arch/mips/src/mips32/up_vfork.c,1 
arch/z80/src/z180/z180_initialstate.c,2 
arch/z80/src/z180/z180_schedulesigaction.c,1 
arch/z80/src/z180/z180_sigdeliver.c,1 
arch/arm/src/stm32/stm32f30xxx_rcc.c,1 
arch/arm/src/stm32/stm32_rtcc.c,1 
arch/arm/src/stm32/stm32_rtcounter.c,1 
arch/arm/src/nuc1xx/nuc_serial.c,1 
arch/arm/src/armv6-m/up_assert.c,1 
arch/arm/src/armv6-m/up_hardfault.c,1 
arch/arm/src/nuc1xx/nuc_gpio.c,1 
arch/arm/src/nuc1xx/nuc_irq.c,1 
arch/arm/src/nuc1xx/nuc_timerisr.c,1 
arch/arm/src/nuc1xx/nuc_dumpgpio.c,2 
arch/arm/src/armv7-m/up_ramvec_initialize.c,1 
arch/arm/src/kl,2 
arch/arm/src/kl/kl_clockconfig.c,1 
arch/arm/src/kl/kl_lowputc.c,1 
arch/arm/src/kl/kl_serial.c,1 
arch/arm/src/kl/kl_start.c,1 
arch/arm/src/kl/kl_timerisr.c,1 
arch/arm/src/kl/kl_irq.c,1 
arch/arm/src/armv6-m/up_blocktask.c,1 
arch/arm/src/lpc43xx/lpc43_i2c.c,1 
arch/arm/src/stm32/stm32_rng.c,1 
arch/arm/src/kl/kl_gpio.c,2 
arch/arm/src/stm32/stm32l15xxx_rcc.c,1 
arch/arm/src/sam34,2 
arch/arm/src/sam34/sam_allocateheap.c,1 
arch/arm/src/sam34/sam_clockconfig.c,1 
arch/arm/src/sam34/sam_dmac.c,1 
arch/arm/src/sam34/sam_gpio.c,1 
arch/arm/src/sam34/sam_gpioirq.c,1 
arch/arm/src/sam34/sam_hsmci.c,1 
arch/arm/src/sam34/sam_irq.c,1 
arch/arm/src/sam34/sam_lowputc.c,1 
arch/arm/src/sam34/sam_mpuinit.c,1 
arch/arm/src/sam34/sam_serial.c,1 
arch/arm/src/sam34/sam_spi.c,1 
arch/arm/src/sam34/sam_start.c,1 
arch/arm/src/sam34/sam_timerisr.c,1 
arch/arm/src/sam34/sam4l_gpio.c,1 
arch/arm/src/sam34/sam4l_clockconfig.c,1 
arch/arm/src/sam34/sam4l_periphclks.c,1 
arch/arm/src/kl/kl_spi.c,1 
arch/arm/src/kl/kl_dumpgpio.c,2 
arch/arm/src/stm32/stm32_ccm.c,1 
arch/arm/src/lpc43xx/lpc43_spi.c,1 
arch/arm/src/lpc43xx/lpc43_ssp.c,1 
arch/arm/src/armv7-a,2 
arch/arm/src/armv7-a/arm_dataabort.c,1 
arch/arm/src/armv7-a/arm_initialstate.c,2 
arch/arm/src/armv7-a/arm_prefetchabort.c,1 
arch/arm/src/armv7-a/arm_schedulesigaction.c,1 
arch/arm/src/sama5,2 
arch/arm/src/sama5/sam_timerisr.c,1 
arch/arm/src/sama5/sam_irq.c,1 
arch/arm/src/sama5/sam_clockconfig.c,1 
arch/arm/src/sama5/sam_lowputc.c,1 
arch/arm/src/sama5/sam_serial.c,1 
arch/arm/src/sama5/sam_boot.c,1 
arch/arm/src/armv7-a/arm_doirq.c,1 
arch/arm/src/armv7-a/arm_sigdeliver.c,1 
arch/arm/src/armv7-a/arm_allocpage.c,2 
arch/arm/src/armv7-a/arm_checkmapping.c,2 
arch/arm/src/armv7-a/arm_syscall.c,1 
arch/arm/src/armv7-a/arm_undefinedinsn.c,1 
arch/arm/src/armv7-a/arm_va2pte.c,1 
arch/arm/src/sama5/sam_allocateheap.c,1 
arch/arm/src/kinetis/kinetis_allocateheap.c,1 
arch/arm/src/armv7-a/arm_assert.c,1 
arch/arm/src/sama5/sam_dmac.c,1 
arch/arm/src/sama5/sam_spi.c,1 
arch/arm/src/sama5/sam_hsmci.c,1 
arch/arm/src/sama5/sam_pio.c,1 
arch/arm/src/sama5/sam_memories.c,1 
arch/arm/src/sama5/sam_ohci.c,1 
arch/arm/src/stm32/stm32f30xxx_i2c.c,1 
arch/arm/src/sama5/sam_ehci.c,1 
arch/arm/src/sama5/sam_udphs.c,1 
arch/arm/src/sama5/sam_usbhost.c,1 
arch/arm/src/sama5/sam_twi.c,1 
arch/arm/src/sama5/sam_ethernet.c,1 
arch/arm/src/sama5/sam_gmac.c,1 
arch/arm/src/sama5/sam_adc.c,1 
arch/arm/src/sama5/sam_tsd.c,1 
arch/arm/src/sama5/sam_lcd.c,1 
arch/arm/src/armv7-a/arm_mmu.c,1 
arch/arm/src/sama5/sam_rtc.c,1 
arch/arm/src/sama5/sam_wdt.c,1 
arch/arm/src/sama5/sam_trng.c,1 
arch/arm/src/sama5/sam_can.c,1 
arch/arm/src/sama5/sam_tc.c,1 
arch/arm/src/sama5/sam_pwm.c,1 
arch/arm/src/sama5/sam_ssc.c,1 
arch/arm/src/sama5/sam_isi.c,1 
arch/arm/src/sama5/sam_pck.c,1 
arch/arm/src/sama5/sam_nand.c,1 
arch/arm/src/lpc31xx/lpc31_ehci.c,1 
arch/arm/src/sama5/sam_pmecc.c,1 
arch/arm/src/sama5/sam_gf1024.c,1 
arch/arm/src/sama5/sam_gf512.c,1 
arch/arm/src/a1x,1 
arch/arm/src/a1x/a1x_boot.c,1 
arch/arm/src/a1x/a1x_irq.c,1 
arch/arm/src/stm32/stm32_ltdc.c,1 
arch/arm/src/a1x/a1x_pio.c,1 
arch/arm/src/a1x/a1x_serial.c,1 
arch/arm/src/a1x/a1x_lowputc.c,1 
arch/arm/src/efm32,2 
arch/arm/src/efm32/efm32_idle.c,1 
arch/arm/src/kl/kl_idle.c,1 
arch/arm/src/lpc43xx/lpc43_idle.c,1 
arch/arm/src/nuc1xx/nuc_idle.c,1 
arch/arm/src/kl/kl_irqprio.c,1 
arch/arm/src/kl/kl_pwm.c,1 
arch/x86/src/qemu/qemu_vga.c,2 
arch/arm/src/lpc2378/lpc23xx_i2c.c,1 
arch/arm/src/tiva,2 
arch/arm/src/tiva/tiva_serial.c,1 
arch/arm/src/sam34/sam_emac.c,1 
arch/arm/src/sam34/sam_udp.c,1 
arch/arm/src/sam34/sam_cmcc.c,1 
arch/arm/src/sama5/sam_pmc.c,1 
arch/arm/src/sama5/sam_dbgu.c,1 
