Arquivo,Descrição
arch/arc/core/offsets/offsets.c,1 
arch/arm/core/offsets,5 
arch/arm/core/offsets/offsets.c,1 
arch/x86/core/atomic_nolock.c,1 
arch/x86/core/fatal.c,2 
arch/x86/core/float.c,1 
arch/arm/core/fatal.c,2 
arch/arm/core/fiber_abort.c,1 
arch/arm/core/sys_fatal_error_handler.c,1 
arch/x86/core/sys_fatal_error_handler.c,1 
arch/arc/core/sys_fatal_error_handler.c,1 
arch/arm/platforms,1 
arch/arm/platforms/fsl_frdm_k64f,1 
arch/arm/platforms/fsl_frdm_k64f/system.c,1 
arch/arm/platforms/ti_lm3s6965,1 
arch/arm/platforms/ti_lm3s6965/system.c,1 
arch/x86/platforms/ia32,2 
arch/x86/platforms/ia32/system.c,1 
arch/x86/platforms/ia32_pci,1 
arch/x86/platforms/ia32_pci/system.c,1 
arch/x86/core/cache.c,1 
arch/x86/core/strtask.c,1 
arch/arm/core/cortex_m,8 
arch/arm/core/cortex_m/nmi.c,1 
arch/arm/core/cortex_m/prep_c.c,1 
arch/arm/core/cortex_m/scb.c,2 
arch/arm/core/cortex_m/scs.c,1 
arch/arm/platforms/fsl_frdm_k64f/platform_config.c,1 
arch/arm/platforms/ti_lm3s6965/platform_config.c,1 
arch/x86/platforms/ia32/platform_config.c,2 
arch/x86/platforms/ia32_pci/platform_config.c,1 
arch/arc/core/thread.c,1 
arch/arm/core/thread.c,2 
arch/x86/core/thread.c,2 
arch/arc/platforms,2 
arch/arc/platforms/generic_arc,1 
arch/arc/platforms/generic_arc/system.c,1 
arch/arc/core/prep_c.c,1 
arch/arc/core/vector_table.c,2 
arch/x86/platforms/ia32/ia32.c,1 
arch/x86/platforms/ia32/ia32_config.c,1 
arch/x86/platforms/ia32_pci/ia32_pci.c,1 
arch/x86/platforms/ia32_pci/ia32_pci_config.c,1 
arch/x86/platforms/galileo,1 
arch/x86/platforms/galileo/galileo_config.c,1 
arch/x86/platforms/galileo/galileo.c,1 
arch/x86/platforms/galileo/galileo_pinmux.c,1 
arch/x86/core/cpuhalt.c,1 
arch/x86/core/irq_offload.c,1 
arch/arc/soc,4 
arch/arc/soc/quark_se_ss,2 
arch/arc/soc/quark_se_ss/soc_config.c,1 
arch/arm/soc,5 
arch/arm/soc/fsl_frdm_k64f,4 
arch/arm/soc/fsl_frdm_k64f/soc.c,2 
arch/arm/soc/fsl_frdm_k64f/soc_config.c,2 
arch/arm/soc/ti_lm3s6965,3 
arch/arm/soc/ti_lm3s6965/soc.c,2 
arch/arm/soc/ti_lm3s6965/soc_config.c,2 
arch/x86/soc,6 
arch/x86/soc/ia32,1 
arch/x86/soc/ia32/soc.c,1 
arch/x86/soc/quark_se,5 
arch/x86/soc/quark_se/soc.c,2 
arch/x86/soc/quark_se/soc_config.c,1 
arch/x86/core/iamcu_abi,2 
arch/x86/core/iamcu_abi/intstub.c,1 
arch/arm/soc/atmel_sam3,2 
arch/arm/soc/atmel_sam3/soc.c,1 
arch/arm/soc/st_stm32,5 
arch/arm/soc/st_stm32/stm32f1,2 
arch/arm/soc/st_stm32/stm32f1/soc_config.c,1 
arch/nios2,2 
arch/nios2/core,2 
arch/nios2/core/fatal.c,2 
arch/nios2/core/thread.c,2 
arch/nios2/core/cpu_idle.c,2 
arch/nios2/core/irq_manage.c,2 
arch/arm/core/cortex_m/exc_manage.c,1 
arch/nios2/core/prep_c.c,1 
arch/nios2/core/cache.c,1 
arch/x86/debug,1 
arch/x86/debug/gdb_arch.c,1 
arch/arc/soc/quark_se_c1000_ss,1 
arch/arc/soc/quark_se_c1000_ss/soc.c,1 
arch/arc/soc/quark_se_c1000_ss/soc_config.c,1 
arch/x86/soc/intel_quark,1 
arch/x86/soc/intel_quark/quark_se,1 
arch/x86/soc/intel_quark/quark_se/power.c,1 
arch/x86/soc/intel_quark/quark_se/soc.c,1 
arch/x86/soc/intel_quark/quark_se/soc_config.c,1 
arch/arm/core/thread_abort.c,1 
arch/arm/soc/st_stm32/stm32f4,2 
arch/arm/soc/st_stm32/stm32f4/soc_pinmux.c,1 
arch/arc/core/cache.c,3 
arch/arc/soc/em7d,1 
arch/arm/soc/ti_simplelink,3 
arch/x86/core/irq_manage.c,1 
arch/arc/soc/quark_se_c1000_ss/power.c,1 
arch/arm/core/irq_offload.c,2 
arch/riscv32,5 
arch/riscv32/core,3 
arch/riscv32/core/fatal.c,2 
arch/riscv32/core/irq_manage.c,2 
arch/riscv32/core/irq_offload.c,1 
arch/riscv32/core/offsets,1 
arch/riscv32/core/offsets/offsets.c,1 
arch/riscv32/core/thread.c,3 
arch/xtensa,6 
arch/xtensa/core,6 
arch/xtensa/core/offsets,2 
arch/xtensa/core/offsets/offsets.c,2 
arch/xtensa/core/fatal.c,3 
arch/xtensa/core/thread.c,2 
arch/xtensa/core/irq_manage.c,2 
arch/xtensa/core/irq_offload.c,1 
arch/common,6 
arch/common/isr_tables.c,2 
arch/xtensa/core/cpu_idle.c,1 
arch/arc/core/timestamp.c,1 
arch/arm/soc/atmel_sam,9 
arch/arm/soc/atmel_sam/sam3x,1 
arch/arm/soc/atmel_sam/sam3x/soc.c,1 
arch/arm/core/cortex_m/mpu,5 
arch/arm/core/cortex_m/mpu/arm_mpu.c,2 
arch/arm/core/cortex_m/mpu/nxp_mpu.c,5 
arch/x86/core/x86_mmu.c,2 
arch/arc/core/mpu,3 
arch/arc/core/mpu/arc_core_mpu.c,3 
arch/arc/core/mpu/arc_mpu.c,2 
arch/posix,4 
arch/posix/core,3 
arch/posix/core/posix_core.c,2 
arch/posix/core/cpuhalt.c,1 
arch/posix/core/swap.c,1 
arch/xtensa/core/xtensa-asm2.c,1 
arch/arm/soc/nordic_nrf,4 
arch/arm/soc/nordic_nrf/nrf52,3 
arch/arm/soc/nordic_nrf/nrf52/power.c,1 
arch/arm/soc/nxp_imx,5 
arch/arm/soc/nxp_imx/rt,4 
arch/posix/core/thread.c,2 
arch/arm/core/cortex_m/tz,2 
arch/arm/core/cortex_m/tz/arm_core_tz.c,2 
arch/common/timing_info_bench.c,1 
arch/arm/core/swap.c,3 
arch/x86/core/spec_ctrl.c,1 
arch/x86_64,5 
arch/x86_64/core,5 
arch/x86_64/core/xuk.c,2 
arch/x86_64/core/x86_64.c,2 
arch/x86/core/multiboot.c,3 
arch/x86/core/ia32,6 
arch/x86/core/ia32/cache.c,1 
arch/x86/core/ia32/fatal.c,2 
arch/x86/core/ia32/float.c,1 
arch/x86/core/ia32/irq_manage.c,1 
arch/x86/core/pcie.c,2 
arch/riscv,5 
arch/riscv/core,6 
arch/riscv/core/fatal.c,2 
arch/riscv/core/irq_offload.c,2 
arch/riscv/core/offsets,2 
arch/riscv/core/offsets/offsets.c,2 
arch/riscv/core/thread.c,3 
arch/arc/core/arc_smp.c,3 
arch/x86/core/intel64,5 
arch/x86/core/intel64/thread.c,2 
arch/x86/core/offsets/intel64_offsets.c,3 
arch/x86/core/intel64/irq.c,4 
arch/x86/core/acpi.c,4 
arch/x86/core/prep_c.c,1 
arch/x86/core/memmap.c,1 
arch/x86/core/intel64/cpu.c,1 
arch/x86/core/intel64/fatal.c,2 
arch/arm/core/aarch32,7 
arch/arm/core/aarch32/cortex_m,7 
arch/arm/core/aarch32/cortex_m/fault.c,3 
arch/arm/core/aarch32/cortex_m/mpu,2 
arch/arm/core/aarch32/cortex_m/mpu/arm_core_mpu.c,2 
arch/arm/core/aarch32/cortex_m/mpu/nxp_mpu.c,1 
arch/arm/core/aarch32/cortex_m/scb.c,2 
arch/arm/core/aarch32/cortex_m/thread_abort.c,2 
arch/arm/core/aarch32/fatal.c,1 
arch/arm/core/aarch32/irq_manage.c,2 
arch/arm/core/aarch32/prep_c.c,2 
arch/arm/core/aarch32/thread.c,4 
arch/x86/core/userspace.c,2 
arch/arm/core/aarch64,5 
arch/arm/core/aarch64/fatal.c,2 
arch/arm/core/aarch64/irq_manage.c,2 
arch/arm/core/aarch64/thread.c,2 
arch/x86/zefi,1 
arch/x86/zefi/zefi.c,1 
arch/x86/core/ia32/gdbstub.c,2 
arch/arm/core/aarch32/cortex_m/timing.c,2 
arch/arm/core/aarch64/mmu,1 
arch/arm/core/aarch64/mmu/arm_mmu.c,1 
arch/riscv/core/pmp,4 
arch/riscv/core/pmp/core_pmp.c,3 
arch/common/timing.c,1 
arch/nios2/core/timing.c,1 
arch/x86/timing.c,2 
arch/sparc,3 
arch/sparc/core,3 
arch/sparc/core/fatal.c,1 
arch/sparc/core/irq_manage.c,1 
arch/arm64,7 
arch/arm64/core,7 
arch/arm64/core/prep_c.c,2 
arch/arm64/core/smp.c,3 
arch/arm64/core/thread.c,4 
arch/arm64/core/mmu.c,3 
arch/arm/core/aarch32/mpu,3 
arch/arm/core/aarch32/mpu/nxp_mpu.c,2 
arch/arm64/core/fpu.c,1 
arch/xtensa/core/coredump.c,3 
arch/arm/core/cortex_a_r,6 
samples/nanokernel,4 
samples/nanokernel/test,4 
samples/nanokernel/test/test_timer,1 
samples/nanokernel/test/test_timer/src,1 
samples/nanokernel/test/test_timer/src/timer.c,1 
samples/microkernel,1 
samples/microkernel/apps,2 
samples/microkernel/apps/hello_world,1 
samples/microkernel/apps/hello_world/src,1 
samples/microkernel/apps/hello_world/src/hello.c,1 
samples/microkernel/test,1 
samples/microkernel/test/test_critical,1 
samples/microkernel/test/test_critical/src,1 
samples/microkernel/test/test_critical/src/critical.c,1 
samples/microkernel/test/test_events,1 
samples/microkernel/test/test_events/src,1 
samples/microkernel/test/test_events/src/events.c,1 
samples/microkernel/test/test_fifo,1 
samples/microkernel/test/test_fifo/src,1 
samples/microkernel/test/test_fifo/src/fifo.c,1 
samples/microkernel/test/test_map,1 
samples/microkernel/test/test_map/src,1 
samples/microkernel/test/test_map/src/map.c,1 
samples/microkernel/test/test_pipe,1 
samples/microkernel/test/test_pipe/src,1 
samples/microkernel/test/test_pipe/src/pipe.c,1 
samples/microkernel/test/test_pool,1 
samples/microkernel/test/test_pool/src,1 
samples/microkernel/test/test_pool/src/pool.c,1 
samples/microkernel/test/test_sema,1 
samples/microkernel/test/test_sema/src,1 
samples/microkernel/test/test_sema/src/main.c,1 
samples/microkernel/test/test_stackprot,1 
samples/microkernel/test/test_stackprot/src,1 
samples/microkernel/test/test_stackprot/src/stackprot.c,1 
samples/microkernel/test/test_static_idt,1 
samples/microkernel/test/test_static_idt/src,1 
samples/microkernel/test/test_static_idt/src/static_idt.c,1 
samples/microkernel/test/test_task,1 
samples/microkernel/test/test_task/src,1 
samples/microkernel/test/test_task/src/task.c,1 
samples/nanokernel/test/test_context,1 
samples/nanokernel/test/test_context/src,1 
samples/nanokernel/test/test_context/src/context.c,1 
samples/nanokernel/test/test_fifo,1 
samples/nanokernel/test/test_fifo/src,1 
samples/nanokernel/test/test_fifo/src/fifo.c,1 
samples/nanokernel/test/test_lifo,1 
samples/nanokernel/test/test_lifo/src,1 
samples/nanokernel/test/test_lifo/src/lifo.c,1 
samples/nanokernel/test/test_sema,1 
samples/nanokernel/test/test_sema/src,1 
samples/nanokernel/test/test_sema/src/sema.c,1 
samples/nanokernel/test/test_stack,1 
samples/nanokernel/test/test_stack/src,1 
samples/nanokernel/test/test_stack/src/stack.c,1 
samples/microkernel/apps/philosophers,1 
samples/microkernel/apps/philosophers/src,1 
samples/microkernel/apps/philosophers/src/phil_fiber.c,1 
samples/microkernel/apps/philosophers/src/phil_task.c,1 
samples/microkernel/benchmark,1 
samples/microkernel/benchmark/boot_time,1 
samples/microkernel/benchmark/boot_time/src,1 
samples/microkernel/benchmark/boot_time/src/boot_time.c,1 
samples/microkernel/benchmark/latency_measure,1 
samples/microkernel/benchmark/latency_measure/src,1 
samples/microkernel/benchmark/latency_measure/src/utils.c,1 
samples/microkernel/test/test_fp_sharing,1 
samples/microkernel/test/test_fp_sharing/src,1 
samples/microkernel/test/test_fp_sharing/src/main.c,1 
samples/nanokernel/test/test_arm_m3_irq_vector_table,1 
samples/nanokernel/test/test_arm_m3_irq_vector_table/src,1 
samples/nanokernel/test/test_arm_m3_irq_vector_table/src/main.c,1 
samples/microkernel/test/test_sema/src/sema.c,1 
samples/microkernel/benchmark/latency_measure/src/micro_sema_lock_release.c,1 
samples/microkernel/test/test_libs,1 
samples/microkernel/test/test_libs/src,1 
samples/microkernel/test/test_libs/src/libraries.c,1 
samples/microkernel/benchmark/app_kernel,1 
samples/microkernel/benchmark/app_kernel/src,1 
samples/microkernel/benchmark/app_kernel/src/nop_b.c,1 
samples/microkernel/benchmark/app_kernel/src/event_b.c,1 
samples/microkernel/benchmark/app_kernel/src/fifo_b.c,1 
samples/microkernel/benchmark/app_kernel/src/mailbox_b.c,1 
samples/microkernel/benchmark/app_kernel/src/mailbox_r.c,1 
samples/microkernel/benchmark/app_kernel/src/memmap_b.c,1 
samples/microkernel/benchmark/app_kernel/src/mempool_b.c,1 
samples/microkernel/benchmark/app_kernel/src/mutex_b.c,1 
samples/microkernel/benchmark/app_kernel/src/pipe_b.c,1 
samples/microkernel/benchmark/app_kernel/src/pipe_r.c,1 
samples/microkernel/benchmark/app_kernel/src/sema_b.c,1 
samples/microkernel/benchmark/latency_measure/src/micro_int_to_task.c,1 
samples/microkernel/benchmark/latency_measure/src/micro_int_to_task_evt.c,1 
samples/microkernel/benchmark/latency_measure/src/micro_task_switch_yield.c,1 
samples/microkernel/benchmark/latency_measure/src/nano_ctx_switch.c,1 
samples/microkernel/benchmark/latency_measure/src/nano_int.c,1 
samples/microkernel/benchmark/latency_measure/src/nano_int_lock_unlock.c,1 
samples/microkernel/benchmark/latency_measure/src/nano_int_to_fiber.c,1 
samples/microkernel/benchmark/latency_measure/src/nano_int_to_fiber_sem.c,1 
samples/nanokernel/benchmark,1 
samples/nanokernel/benchmark/sys_kernel,1 
samples/nanokernel/benchmark/sys_kernel/src,1 
samples/nanokernel/benchmark/sys_kernel/src/syskernel.c,1 
samples/microkernel/benchmark/footprint,1 
samples/microkernel/benchmark/footprint/src,1 
samples/microkernel/benchmark/footprint/src/microkernel_footprint.c,1 
samples/microkernel/test/test_tickless,1 
samples/microkernel/test/test_tickless/src,1 
samples/microkernel/test/test_tickless/src/test_tickless.c,1 
samples/microkernel/test/test_mail,1 
samples/microkernel/test/test_mail/src,1 
samples/microkernel/test/test_mail/src/main.c,1 
samples/microkernel/test/test_pipe/src/main.c,1 
samples/microkernel/test/test_task_irq,1 
samples/microkernel/test/test_task_irq/src,1 
samples/microkernel/test/test_task_irq/src/main.c,1 
samples/microkernel/test/test_timer,1 
samples/microkernel/test/test_timer/src,1 
samples/microkernel/test/test_timer/src/timer.c,1 
samples/microkernel/test/test_xip,1 
samples/microkernel/test/test_xip/src,1 
samples/microkernel/test/test_xip/src/test_xip.c,1 
samples/microkernel/benchmark/app_kernel/src/sema_r.c,1 
samples/nanokernel/benchmark/footprint,1 
samples/nanokernel/benchmark/footprint/src,1 
samples/nanokernel/benchmark/footprint/src/nanokernel_footprint.c,1 
samples/microkernel/benchmark/app_kernel/src/fifo_r.c,1 
samples/microkernel/benchmark/app_kernel/src/master.c,1 
samples/microkernel/benchmark/app_kernel/src/receiver.c,1 
samples/microkernel/test/test_libs/src/main.c,1 
samples/microkernel/test/test_mutex,1 
samples/microkernel/test/test_mutex/src,1 
samples/microkernel/test/test_mutex/src/mutex.c,1 
samples/microkernel/test/test_sema/src/test_fiber.c,1 
samples/microkernel/test/test_task_irq/src/test_device.c,1 
samples/microkernel/test/test_tickless/src/timestamps.c,1 
samples/nanokernel/benchmark/sys_kernel/src/lifo.c,1 
samples/nanokernel/benchmark/sys_kernel/src/mwfifo.c,1 
samples/nanokernel/benchmark/sys_kernel/src/sema.c,1 
samples/nanokernel/benchmark/sys_kernel/src/stack.c,1 
samples/microkernel/test/test_events/src/test_fiber.c,1 
samples/microkernel/test/test_task_irq/src/raise_int.c,1 
samples/bluetooth,8 
samples/bluetooth/peripheral,11 
samples/bluetooth/peripheral/src,3 
samples/bluetooth/peripheral/src/main.c,3 
samples/bluetooth/shell,1 
samples/bluetooth/shell/src,1 
samples/bluetooth/shell/src/main.c,1 
samples/bluetooth/test_bluetooth,1 
samples/bluetooth/test_bluetooth/bluetooth.c,1 
samples/microkernel/test/test_mail/src/mail.c,1 
samples/bluetooth/beacon,2 
samples/bluetooth/beacon/src,2 
samples/bluetooth/beacon/src/main.c,2 
samples/bluetooth/central,7 
samples/bluetooth/central/src,1 
samples/bluetooth/central/src/main.c,1 
samples/bluetooth/shell/src/btshell.c,1 
samples/microkernel/apps/nfc_hello,1 
samples/microkernel/apps/nfc_hello/src,1 
samples/microkernel/apps/nfc_hello/src/main.c,1 
samples/network,2 
samples/network/loopback_test,1 
samples/network/loopback_test/src,1 
samples/network/loopback_test/src/network.c,1 
samples/network/test_15_4,1 
samples/network/test_15_4/src,1 
samples/network/test_15_4/src/network.c,1 
samples/bluetooth/tester,1 
samples/bluetooth/tester/src,1 
samples/bluetooth/tester/src/gap.c,1 
samples/bluetooth/tester/src/bttester.c,1 
samples/network/echo_server,2 
samples/network/echo_server/src,2 
samples/network/echo_server/src/echo-server.c,2 
samples/microkernel/apps/profiler_sample,1 
samples/microkernel/apps/profiler_sample/src,1 
samples/microkernel/apps/profiler_sample/src/profiler_collector_sample.c,1 
samples/nanokernel/test/test_ipi,1 
samples/nanokernel/test/test_ipi/src,1 
samples/nanokernel/test/test_ipi/src/test_ipi.c,1 
samples/bluetooth/tester/src/gatt.c,1 
samples/nanokernel/apps,5 
samples/nanokernel/apps/adc,1 
samples/nanokernel/apps/adc/src,1 
samples/nanokernel/apps/adc/src/adc.c,1 
samples/nanokernel/benchmark/object_footprint,1 
samples/nanokernel/benchmark/object_footprint/src,1 
samples/nanokernel/benchmark/object_footprint/src/nanokernel_objects.c,1 
samples/net,7 
samples/net/coap_server,2 
samples/net/coap_server/src,2 
samples/net/echo_client,2 
samples/net/echo_client/src,2 
samples/net/test_15_4,1 
samples/net/test_15_4/src,1 
samples/net/test_15_4/src/network.c,1 
samples/bluetooth/ipsp,5 
samples/bluetooth/ipsp/src,5 
samples/bluetooth/ipsp/src/main.c,4 
samples/bluetooth/central_hr,2 
samples/bluetooth/central_hr/src,2 
samples/bluetooth/central_hr/src/main.c,2 
samples/cpp_synchronization,1 
samples/cpp_synchronization/microkernel,1 
samples/cpp_synchronization/microkernel/src,1 
samples/cpp_synchronization/microkernel/src/main.cpp,1 
samples/shell,2 
samples/shell/src,1 
samples/shell/src/main.c,1 
samples/nfc,2 
samples/nfc/nfc_hello,2 
samples/nfc/nfc_hello/src,2 
samples/nfc/nfc_hello/src/main.c,2 
samples/drivers,4 
samples/drivers/adc,1 
samples/drivers/adc/src,1 
samples/drivers/adc/src/adc.c,1 
samples/drivers/current_sensing,1 
samples/drivers/current_sensing/src,1 
samples/drivers/current_sensing/src/main.c,1 
samples/drivers/gpio,1 
samples/drivers/gpio/src,1 
samples/drivers/gpio/src/main.c,1 
samples/drivers/i2c_fujitsu_fram,1 
samples/drivers/i2c_fujitsu_fram/src,1 
samples/drivers/i2c_fujitsu_fram/src/main.c,1 
samples/drivers/led_apa102c,2 
samples/drivers/led_apa102c/src,1 
samples/drivers/led_apa102c/src/main.c,1 
samples/drivers/rtc,1 
samples/drivers/rtc/src,1 
samples/drivers/rtc/src/main.c,1 
samples/drivers/spi_test,1 
samples/drivers/spi_test/src,1 
samples/drivers/spi_test/src/spi.c,1 
samples/drivers/w25q80bl,1 
samples/drivers/w25q80bl/src,1 
samples/drivers/w25q80bl/src/main.c,1 
samples/drivers/watchdog,4 
samples/drivers/watchdog/src,4 
samples/drivers/watchdog/src/main.c,3 
samples/bluetooth/gatt,4 
samples/sensor,6 
samples/sensor/mcp9808,1 
samples/sensor/mcp9808/src,1 
samples/sensor/mcp9808/src/main.c,1 
samples/drivers/i2c_lsm9ds0,1 
samples/drivers/i2c_lsm9ds0/src,1 
samples/drivers/i2c_lsm9ds0/src/main.c,1 
samples/power,2 
samples/power/power_mgr,2 
samples/power/power_mgr/src,2 
samples/power/power_mgr/src/main.c,2 
samples/sensor/bmi160,2 
samples/sensor/bmi160/arc,1 
samples/sensor/bmi160/arc/src,1 
samples/sensor/bmi160/arc/src/arc_bmi160.c,1 
samples/drivers/aio_comparator,1 
samples/drivers/aio_comparator/src,1 
samples/drivers/aio_comparator/src/main.c,1 
samples/drivers/sensor_apds9960,1 
samples/drivers/sensor_apds9960/src,1 
samples/drivers/sensor_apds9960/src/main.c,1 
samples/drivers/button,1 
samples/drivers/button/src,1 
samples/drivers/button/src/main.c,1 
samples/sensor/magn_polling,2 
samples/sensor/magn_polling/src,2 
samples/sensor/magn_polling/src/main.c,2 
samples/net/zperf,3 
samples/net/zperf/src,3 
samples/net/zperf/src/zperf_shell.c,2 
samples/sensor/bme280,1 
samples/sensor/bme280/src,1 
samples/sensor/bme280/src/main.c,1 
samples/net/zperf/src/zperf_udp_receiver.c,2 
samples/task_profiler,2 
samples/task_profiler/profiler,2 
samples/task_profiler/profiler/src,2 
samples/task_profiler/profiler/src/profiler.c,2 
samples/drivers/spi_flash,4 
samples/drivers/spi_flash/src,3 
samples/drivers/spi_flash/src/main.c,3 
samples/net/zperf/src/zperf_tcp_receiver.c,2 
samples/bluetooth/gatt/cts.c,3 
samples/usb,2 
samples/usb/dfu,1 
samples/usb/dfu/src,1 
samples/usb/dfu/src/usb_dfu.c,1 
samples/drivers/soc_flash_nrf5,2 
samples/drivers/soc_flash_nrf5/src,2 
samples/drivers/soc_flash_nrf5/src/main.c,2 
samples/net/mbedtls_sslclient,2 
samples/net/mbedtls_sslclient/src,2 
samples/bluetooth/eddystone,3 
samples/bluetooth/eddystone/src,3 
samples/bluetooth/eddystone/src/main.c,3 
samples/bluetooth/gatt/bas.c,3 
samples/bluetooth/gatt/hrs.c,3 
samples/sensor/max44009,1 
samples/sensor/max44009/src,1 
samples/sensor/max44009/src/main.c,1 
samples/sensor/sx9500,2 
samples/sensor/sx9500/src,2 
samples/sensor/sx9500/src/main.c,2 
samples/basic,7 
samples/basic/button,3 
samples/basic/button/src,3 
samples/basic/button/src/main.c,3 
samples/basic/blinky,4 
samples/basic/blinky/src,3 
samples/basic/blinky/src/main.c,3 
samples/philosophers,1 
samples/philosophers/src,1 
samples/philosophers/src/main.c,1 
samples/synchronization,1 
samples/synchronization/src,1 
samples/synchronization/src/main.c,1 
samples/sensor/th02,1 
samples/sensor/th02/src,1 
samples/sensor/th02/src/main.c,1 
samples/sensor/tmp112,2 
